Centroid,consensus,barcode,nReads
36bc17a5-0344-4a36-8927-0dd27c00669c,NA,C7,49
36f83d19-f0d5-4871-b277-96b3cf73bf84,NA,C7,61
36fbffaf-6b7a-4502-b056-065f42113fa7,NA,C7,1
37648f4d-bade-4a8f-8330-47f638cfea2e,NA,C7,1
38b7cbf8-1fb8-4fd2-9bf6-ecce332383fb,NA,C7,1
390bc6a1-3799-4683-b671-966bc86aa31a,NA,C7,46
3964819f-04c3-4718-8d0e-dc859475f307,NA,C7,1
396bdc8b-f4e3-4683-9739-ed5909e3b4a5,NA,C7,2
3a2af676-d88c-4829-9bc3-d8809180a90e,NA,C7,20
3aec9f72-2093-4f1e-ac99-210f8be7434a,NA,C7,7
3c747e0e-e0fd-4b86-9c68-e91505d40ec8,NA,C7,55
402e121a-9485-40a0-a0ce-f61bcee4ea2b,NA,C7,19
40bd9a96-ef2b-4931-8a9c-971440eb9527,NA,C7,27
41233648-2585-4c8e-a57b-145eb3cddc72,NA,C7,53
412c75bf-00d7-4446-bd24-f3439cf3d58b,NA,C7,1
42309555-5ef7-400d-bdbb-13d805524446,NA,C7,1
434084e0-0ff7-4264-8914-ead0d55065ba,NA,C7,89
44c940fb-7dc0-4b90-8839-a6fbc5253e81,NA,C7,1
44e62ce1-ac0b-48bb-adf7-2a1dd4e0774d,NA,C7,1
44fc2983-dca8-40d3-b34f-eaa5bcb01a24,NA,C7,5
45f7fa3a-cdb3-4643-8b20-1731a27b1b6a,NA,C7,1
47775b52-d403-4ad7-b60c-ef912903dce7,NA,C7,1
49e1eabb-f709-4622-91f2-8dbc4aae87be,NA,C7,1
4a129a86-136b-42a5-b25d-acfab48ed873,NA,C7,21
4aa13bf2-8ea8-4db7-b28b-948a64ee8245,NA,C7,1
4b5399ec-8422-4a1a-87f7-082fa5ddddc1,NA,C7,1
4d8c9fc7-002d-479a-99ea-7830d0525604,NA,C7,34
4e3a955e-cfbe-4ee2-8b3c-51e77c405c4a,NA,C7,2
4e661e60-59c3-47fc-aec9-32c7acb70ced,NA,C7,1
4e91adc8-8258-40d6-bd34-688a522e2741,NA,C7,1
4f5de33f-b959-4352-9c93-c1c5760e490d,NA,C7,2
504ee04c-d6c9-4ef2-b873-13a225f94d33,NA,C7,1
51942277-acee-4937-860b-1255a7e5eba8,NA,C7,21
51bec16e-3b62-4dc4-b4a3-a0ff50e5d90e,NA,C7,2
525c9ed6-babb-47a2-8f3d-9ab347347b9b,NA,C7,3
52754580-3cb9-4e10-886d-502ceb9c4b84,NA,C7,1
52ab39bc-8dc2-43ff-8d8a-1c800136479f,NA,C7,5
545d053f-a15b-4153-882c-cb458f8d5f48,NA,C7,6
55270265-fa1c-4fcf-800e-e0607ce457e5,NA,C7,1
555dd30d-916c-4cc3-8b52-0bf2e3badb96,NA,C7,268
55be9e87-12c5-4ab9-9d60-d2554a625f00,NA,C7,1
563bfc1d-770e-4ff4-86e6-ead4e03962bb,NA,C7,1
5663f4f3-31a8-466a-8138-94e9beaf98fc,NA,C7,1
56abb773-7a99-4368-a748-1fbf69a502c8,NA,C7,1
577e28b0-03c8-485c-9d09-19352a87ac7a,NA,C7,1
57f81a43-2c41-49f1-afcf-12a14761c1aa,NA,C7,3
58456463-d106-4ad4-ac3d-b96dba34e3c8,NA,C7,5
5928743c-772e-46e5-8bbe-66f161153ad8,NA,C7,17
59b629e7-8123-4212-a890-89f59ef17cf1,NA,C7,1
5b1f1df5-2882-4e7a-83a0-44c60a193cf1,NA,C7,6
5c739dc0-8cf4-4618-97e5-ecc6edb16226,NA,C7,1
5d4f1ed9-92f7-400d-ae0f-5d6f08f05914,NA,C7,16
5fc2d92a-b063-448d-a47e-08049723adce,NA,C7,5
603515fe-71bf-495f-9f28-b4ee9d978f33,NA,C7,1
603e0528-a481-49ad-a261-c6cfa91c87e9,NA,C7,19
6110baf0-66a5-453e-b504-ebc88a6f96d3,NA,C7,1
624ef082-7740-4ff9-bea9-4430b1c70969,NA,C7,1
62610311-b2e3-4ca1-8ef9-8896f8a0bd89,NA,C7,8
62655bbc-d0a5-487c-aafd-90dcdddc7b78,NA,C7,1
62cd2a68-4cce-48fc-a3c7-a0468db4b42f,NA,C7,2
63301897-8745-48c9-9458-07131f4fc757,NA,C7,1
637bf512-822f-4c23-9de8-7be61c82ab61,NA,C7,50
6667ca60-20c3-4acd-beae-91b17f2250d8,NA,C7,5
66cb6160-9c0e-4b31-8c0a-dd47f9b8668a,NA,C7,3
66fd2b59-da14-4988-a252-c62f2532244c,NA,C7,6
6725c4c5-1e56-4658-a03c-dc0f55b38141,NA,C7,1
67c5478a-ff11-4bd5-b9ef-59970aab68b7,NA,C7,1
68664d00-2cd6-41a3-b7b1-9a82b275cfb8,NA,C7,3
68a1f5a3-59c6-449e-9df1-fa6e773747ea,NA,C7,3
69566852-b386-4945-9794-f6413cabca3f,NA,C7,11
6b91604c-b99b-468b-a2bf-2f96b8c06e2a,NA,C7,3
6e027ebb-070d-41ee-947b-78e17a943efe,NA,C7,239
6ebbd994-e051-433e-ac4b-4682fdd231d8,NA,C7,1
6f79343b-05b7-40b9-97e3-5c1422a9c807,NA,C7,1
70dd2889-a244-449b-ac83-1b7b81ab9bb3,NA,C7,1
71e5c41f-2198-4d90-b5b9-0c1bc88b7ebf,NA,C7,25
73284e9c-e961-43e7-9ce8-f4a2a25a81c4,NA,C7,1
73aed872-0700-48f6-9793-c9c7a00b996f,NA,C7,3
73c81db4-82b6-47be-a3fc-f1a3a15cec28,NA,C7,1
7431b4e1-307e-403a-81cc-45a4fa567f55,NA,C7,1
752c3a46-9b3c-4494-bab9-a063220489e1,NA,C7,1
763ed5cf-a52b-471d-a63b-2f294a090796,NA,C7,1
769bb0fe-2476-41a6-928a-4fd66d81b10b,NA,C7,1
76f41796-d19b-44db-8623-baad379e6b5e,NA,C7,9
771469f1-9227-4915-9229-e6a87e51882b,NA,C7,2
783bb2f6-fa44-404c-874d-2c149de20ef3,NA,C7,30
79fe6476-33db-4046-bd67-91c3224a47d2,NA,C7,9
7a61e1af-1175-4e20-9f84-ad1433a5806c,NA,C7,1
7a79e173-b3e7-4615-a971-2b7088d366ca,NA,C7,5
7ad1df57-033c-4340-a927-88e774cdd621,NA,C7,60
7b6b8201-f614-40fa-bd4a-ea056b94610c,NA,C7,3
7b8c04f2-47a6-4da9-aee7-905340a3ca41,NA,C7,1
7faef6f8-7849-4ddc-b820-9d4232fa4ef3,NA,C7,4
8374e7e5-a41a-413c-824b-4a40fc83acb4,NA,C7,51
8375671c-3817-43a0-a6aa-0aa552a1102c,NA,C7,17
838bfad7-fe57-4de7-bd39-ce9e345a7190,NA,C7,24
849a1466-4f90-4b17-ab8c-dedc1c0ff1ee,NA,C7,13
85a919a6-0cb5-415f-b36b-738518f05269,NA,C7,17
85fccef6-fb84-4c17-bb1f-5b28e445ec1d,NA,C7,1
867e8c97-04ce-41dd-8532-ec0766a27ec1,NA,C7,2
8701938a-6aeb-4744-a127-82ef05e4c636,NA,C7,3
8797befe-e3f9-4324-b853-892cddb5db5b,NA,C7,1
87e97479-c4e3-48c0-ad8d-70ab582d0666,NA,C7,1
8a468f6b-3ae5-4d7f-a496-3b1617b4daaa,NA,C7,2
8a990d48-b440-4399-8986-b3edb17e3cb5,NA,C7,4
8bb56f2e-c5f7-493a-a24c-59a09e6eb063,NA,C7,7
8bc5c71f-7308-4888-b294-5b750d001bae,NA,C7,40
8c525a9c-a0b6-4e29-825b-48205b88244b,NA,C7,14
8c769904-1b4b-48f4-96e2-4cf49e735aab,NA,C7,1
8d480733-982b-4e1f-a4b4-31cf942ee33e,NA,C7,5
8df2314a-3715-46c7-919c-ebf4a59da76f,NA,C7,1
90c3f2f8-1214-422f-b65b-8e5e4d4e00da,NA,C7,7
9139a712-dab6-4bdb-b026-fe39b76055d0,NA,C7,25
92700659-0291-4bbd-b865-dc9fa89e2c2a,NA,C7,1
92810682-b327-42d7-bf45-4fe8479a0775,NA,C7,1
92dd92b3-f605-4089-b9bd-5aa9504791b5,NA,C7,5
9454553a-fcee-4343-b728-9276ef8a8b5c,NA,C7,4
9466cd31-4100-4c27-8d38-2dffdc894ea8,NA,C7,762
956b8566-733e-4db0-9786-e095cc7510d6,NA,C7,2
9612b2b3-57d2-479b-8e03-8c61aa6c65c8,NA,C7,1
9a9515d7-bc30-4919-ab8d-68db7d258ad7,NA,C7,1
9acb9b5a-ed87-41de-abcd-6874c203ecaa,NA,C7,2
9be82edc-782c-4eef-8726-ffa894648363,NA,C7,455
9dea7f5d-05b3-4a00-b589-dae24ab2dc40,NA,C7,8
9ef18ebc-0463-422e-863b-b1549c316cad,NA,C7,14
a10d1ba0-75f4-4111-b386-af40a76b700e,NA,C7,10
a425d7d9-c3cf-495d-9454-9e30c50d3071,NA,C7,2
a47673ce-41d1-40d6-a12c-967db66de8cb,NA,C7,976
a4882902-d91d-4e59-8a0c-954f504a9596,NA,C7,2
a4a8279b-aa1b-45c0-87fa-adad149dc970,NA,C7,38
a56eac38-ed02-4449-8f36-2c34675be67d,NA,C7,1
a7b1517b-e1d2-4925-bac3-327c8106039b,NA,C7,4
a80cf4dd-6d3f-44d0-95bf-99055a24de14,NA,C7,1
a831fa35-b023-4b9c-8a91-b1ac592e730b,NA,C7,1
a9115e98-eeb4-4753-8f29-815fae97eae4,NA,C7,1
a946af15-c8d0-4479-9269-643f779f643e,NA,C7,2
a9537cbd-b3e5-4491-aae0-f2e1f702e1ab,NA,C7,2
aa4a5c85-abc8-4b73-b932-02d64d4fc946,NA,C7,1
ab25446f-1484-46a4-bbe3-a93fe949a247,NA,C7,3
ac91240f-ef8f-4272-b164-9a48c3e21933,NA,C7,2
adac4428-8046-4fa7-a67c-3ed5de63ca60,NA,C7,3
adba4793-7b2e-45b4-8f43-fccded7d114f,NA,C7,113
ae3e3271-57e0-4f74-aef5-8f83139451b7,NA,C7,1
b0d7097e-c1f6-4aeb-a0fe-37db69fafc68,NA,C7,8
b155bbcb-7a0e-4385-9824-dea3d272eb90,NA,C7,66
b25820b7-9886-42fa-b7a4-984f3a92a0f1,NA,C7,33
b499f09e-560c-4f05-b93e-68f86dc8e9c7,NA,C7,1
b4d43c84-7ffe-46d6-a12c-ff90359acffa,NA,C7,1
b4f16ab9-3bda-4f47-82c2-7917cbbb1620,NA,C7,3
b7d48519-56df-45e7-b372-fc4e3e823426,NA,C7,2
b7d4fe55-6b29-4abb-99cf-9068a2e36685,NA,C7,1
b81a9ac8-ac1f-4143-a659-5c6e6376dfd1,NA,C7,5
ba1dce59-e20d-41db-9542-7707b14428a6,NA,C7,7
ba39170d-4159-4f3f-b2e2-4edd8adaa46a,NA,C7,2
bb488355-b01a-4a89-9ed8-50c49e17b73a,NA,C7,1
bbbb3438-d39a-4eae-b0a9-da17aa9bc8a5,NA,C7,95
bd43a1ee-1381-4c46-a59b-71a4b2b5ce90,NA,C7,5
c1670aca-c647-42de-8355-439836ef1494,NA,C7,1
c25e1de3-6701-43c4-87a7-af4fae28b025,NA,C7,1
c38e3bdb-60cb-4822-bf9a-aa0ec622ee9d,NA,C7,1
c3ceb8fb-8185-4059-8522-fdc53569e8f9,NA,C7,1
c6539f6d-121d-481f-9f08-35e695c3139d,NA,C7,8
c6d9b241-848c-4012-b355-20667c38f4f7,NA,C7,1
c755d242-7234-4e19-96b3-f385b9730563,NA,C7,4
c7bce4b7-6483-4643-b6a8-652a0500fc11,NA,C7,1
caa61b3c-a406-450f-886f-09bdc74d1996,NA,C7,1
caad2d68-358b-4a97-a051-dac33e94e5a8,NA,C7,2
cb663d5b-17cd-4762-a06a-269dcc9e6e88,NA,C7,1
cbf0d5ed-9d52-4bfc-b37e-34ea572db2b3,NA,C7,10
cc58807a-5417-4904-a9c3-0803efab2b8d,NA,C7,26
ccf0537a-cf96-4863-b635-dfa890ee97c3,NA,C7,2
cd0196de-c565-4008-99de-9092e91a6156,NA,C7,180
cf176ece-0157-404f-8d87-58bd28b71883,NA,C7,1
cf4d5d81-d8e1-4c92-8b37-d44abdcdfbec,NA,C7,5
cf8573d2-263a-4234-a0ea-da6de0291a7d,NA,C7,2
cffab94f-9e7e-4b13-84d0-7c4a600f081d,NA,C7,13
d0232939-dee8-4a8d-b334-409ae02f136c,NA,C7,1
d2148f7b-cb85-4b4c-9c69-1b39dc6322bb,NA,C7,1
d436a10a-c21c-4729-b17e-1a86612b187c,NA,C7,1
d4ae8d63-b5c1-4ce8-8702-b6869db58002,NA,C7,8
d505e503-55d4-4dd0-accb-6a640dd2f32f,NA,C7,1
d5a3e305-3628-464c-afd1-5543b6007ca4,NA,C7,2
d5c34371-78cb-4a3b-b237-59bcf664be44,NA,C7,1
d61c41ed-ce56-4eb1-8e78-b5183d1c8f58,NA,C7,4
d9b533e3-2eca-4689-bc48-932c03da6ce0,NA,C7,5
da97c777-b15b-489b-b58d-96da91802449,NA,C7,14
db245f76-33a8-4cde-a5a5-044f727ccecf,NA,C7,10
db63c75d-1cfe-4a0b-9a3e-53adc9777465,NA,C7,1
dc1584cf-bb43-49c8-b193-b0ef3cef67cc,NA,C7,64
dc2cfb8b-15eb-482a-85e8-a9cb90657d83,NA,C7,2
dd080c67-f7fd-4be2-a922-f27445c69f30,NA,C7,3
dd41f1a7-388a-4be2-9a3b-34df610736b1,NA,C7,5
de40a61a-ba68-4697-ba46-c710a8cdc72f,NA,C7,1
ded26041-58f8-4951-b3fb-ea1e93047ac9,NA,C7,2
defd8890-d68c-4a23-af7f-2229abc1ec26,NA,C7,1
e11bc032-cc38-45da-bfc0-fd5aed1155cc,NA,C7,2
e1c30ec1-8193-4b58-b476-5183b4735917,NA,C7,7
e539086f-d8e1-4a6a-8199-0449a433e9a8,NA,C7,1
e5d7bd57-a5ee-4037-8c65-d5a53e2cd545,NA,C7,1
e62bbfcd-12a4-4098-b72e-80ee0f8841e4,NA,C7,1
e79daf2c-e8e6-4f02-8adb-554793e48dbb,NA,C7,15
e9aa8aef-3614-4bcd-8f6d-812ba2012290,NA,C7,1
e9f3e808-63c4-4918-979d-5d9233c60bfa,NA,C7,1
ee4fcd1f-6dc3-4372-9c1f-4afcef670e72,NA,C7,4
f05b8a4c-147f-4000-900d-f268c2bdaa41,NA,C7,29
f2641169-d774-406e-b96b-e607048a47b2,NA,C7,3
f3f1cf20-185a-4ea5-a07d-101a519c5b89,NA,C7,1
f43e5ca7-a671-421d-be84-7414f27a6bc6,NA,C7,2
f6c88b2a-29b1-415d-937b-69847897a3e0,NA,C7,1
f72d04fa-87f8-49a1-a72f-ec5213655f3d,NA,C7,16
f74c6a71-2826-4c92-98c1-52349da3fbf9,NA,C7,1
f7d417f2-4eb2-4023-9020-062500a694c4,NA,C7,43
f8398491-2d58-40ef-bd54-b1d8d5530f1d,NA,C7,48
fa80f565-a1d3-453d-9bc2-92b2c1e28d61,NA,C7,10
faf252cb-d1bf-4dc2-963e-de629d54e80c,NA,C7,1
fb039e7c-162d-4db0-adc5-f29fc625c87d,NA,C7,1
fb66427f-4414-4174-b436-8ff6787994c0,NA,C7,1
fb6d3fdb-c949-4d36-bfa0-7985e9383af5,NA,C7,14
fb85a481-1030-4c14-a243-4c837d43b278,NA,C7,3
fc81ca36-71d1-4c45-9762-9b6236da8e60,NA,C7,3
fcdedd62-f1fa-46ca-ab5b-77e3ee79fdf5,NA,C7,39
fdac6ca8-47a8-467e-b280-61eaac6d1537,NA,C7,2
fe9282ba-333e-4d81-8163-8c471b8b632d,NA,C7,1
feb0ddf8-0464-4b00-a44e-0f59bdc2e0bf,NA,C7,52
fefff75d-206c-460f-a9c4-939f44962105,NA,C7,3
ff3f1f2f-cc13-44c9-b737-030e57e6f3f2,NA,C7,3
fffbecf5-1393-42e8-8d87-8594daddb7af,NA,C7,132
007ea71d-75b0-4880-8ff7-a7925627f45a,NA,C8,3
01e2531b-18a8-4c77-9118-9f80661288ff,NA,C8,47
020f8eba-dab8-424a-8251-c832c37e692c,NA,C8,72
0269f8f6-873a-4c99-8a38-21b99dc5ea9d,NA,C8,1
02dfe16f-933e-4ca7-a159-6cf647aabf91,NA,C8,7
03528ff3-5904-4037-9a94-c7d62221124e,NA,C8,1
06a76070-454c-4f83-8960-6956c259a4ef,NA,C8,1
092e95c6-97b1-498e-8881-bba6006ba3cb,NA,C8,19
097c6135-b2ba-4239-84f8-34fb5a3a3ab4,NA,C8,6
097e4446-5644-4a29-8ca9-6ae927c9dff0,NA,C8,1
0aed7228-b839-46d1-bded-ee7fc2cc1550,NA,C8,19
0b6406c1-fa02-4bc0-b301-170cd9187fee,NA,C8,4
0cab56cf-027f-4c9b-9abf-9e8a9f175a6e,NA,C8,3
0cc6c384-b019-48e7-a848-ea1327d343ed,NA,C8,1
0cc7fe1a-811b-46c8-b78e-7f8c76c40104,NA,C8,449
0df34d30-03e4-4fdc-9ea9-a5e089b29bb4,NA,C8,13
109b3d9d-5973-49b8-8237-8b0df6b5bdb4,NA,C8,1
126c9950-4ceb-43cb-85a8-7860c4e0031f,NA,C8,3
144bf99b-9a6b-4ffb-94a2-2d81143df099,NA,C8,6
173717d3-8bd0-439c-bbc0-0bd503baa708,NA,C8,21
17f3fbf5-eb48-4e60-8b0b-0c1381744bb9,NA,C8,32
1867c821-f1a0-46d0-998d-c645ebe625b3,NA,C8,15
19f9311f-507c-46be-bc15-9d35c75309ff,NA,C8,1
1a05d41b-e21d-44ca-86d9-3350d0338655,NA,C8,1
1b5a5173-633b-47ef-a723-87fbe32644c3,NA,C8,27
1cba1d99-b422-4e61-a2c5-f7ffb4470538,NA,C8,1
1fc4b4d9-58a1-44cd-aeb7-30b014d29c56,NA,C8,1
2002db1f-b3e1-45c7-a6c1-28cb9ae2c3eb,NA,C8,1
20625316-ad96-4b89-8875-4d16696a5de0,NA,C8,7
20c7f80d-aa6f-4101-ab76-cb2c991b7b36,NA,C8,1
229bbac9-ac8c-476e-a240-46cc8f01854e,NA,C8,1
229f9f90-5150-4679-a77c-7afe51acbc9f,NA,C8,43
2456ec21-4e05-415a-b4d4-fe2f0e48b8df,NA,C8,5
24666a6b-fe64-49de-8757-97d17880b8dc,NA,C8,13
24d4a928-e219-4828-9ae1-73c54876d52c,NA,C8,9
24d6da8d-2356-4422-b556-e399b7281168,NA,C8,2
2573c976-adb1-4c74-8d47-4be5afdd504a,NA,C8,1
2a6f0c2e-2a1d-40e0-8e18-545fc14119b3,NA,C8,1
2a8e73a4-78b0-4c08-83ec-18333cce6c73,NA,C8,4
2b0becb6-5c2e-4e4c-b9be-b66eb76d842c,NA,C8,1
2b642850-1d44-4891-aad0-d5d3b7a7a8b4,NA,C8,1
2ed79ec5-541d-4e7e-816d-49bd788d8fcf,NA,C8,1
30c81a54-a58b-4340-b7c2-37a077028c1c,NA,C8,2
33539f2f-5044-4b17-a006-a6819f64a1dd,NA,C8,8
3423dd9b-fd49-44ce-a977-e68fd58c52ac,NA,C8,1
349d3b7b-662f-4a4d-a414-9e02643a1bc8,NA,C8,1
355599d7-8ca2-4b39-bc25-76c0fae78225,NA,C8,19
35e4add3-7c26-4bc6-8b6c-39f5e0446f5e,NA,C8,1
364dec38-2f16-4e34-8b19-135b1570426d,NA,C8,1
36b36f4d-dd50-4393-8996-99a4cfc5ed71,NA,C8,4
36e61234-8418-4683-81d5-8e9cf26576c1,NA,C8,1
375b8b67-0925-4f5f-994d-316b07c815d0,NA,C8,22
37d811b4-7494-40e4-a59f-c79b527361cd,NA,C8,1
384ccd1a-1481-4ab8-9832-cf322584d37d,NA,C8,1
38c03939-4785-4eb2-94e0-fbf4640b796b,NA,C8,1
38f79153-c6f8-4d1b-acaf-2683764d1925,NA,C8,70
3971fef8-4baa-469c-bcf4-44cee7e1ab03,NA,C8,3
39acd448-3348-40ba-a513-2844f41b6edc,NA,C8,1
3cbf37fb-bb64-4d8b-862b-8cd378adce63,NA,C8,1
3d6b425f-3ff8-4e20-bd1c-182e94536dba,NA,C8,3
3f3cf26f-8eaf-4db1-9841-07083e433b71,NA,C8,2
3fa6918f-dfcf-4add-a844-edaee171b604,NA,C8,26
40bb2616-c612-4aa6-bc18-2ca3028c09e9,NA,C8,27
42474062-5361-4fc3-b71b-14c2540b13d3,NA,C8,3
4442bd36-04b1-4057-b0ab-84da841274c3,NA,C8,4
44a0fbbd-c2ce-4c78-adfe-014ab59f828c,NA,C8,40
46622c63-8b34-4b8e-bb40-3e04d4fc97c0,NA,C8,1
471f9c92-f81b-4e2e-ac0e-9680d5b64876,NA,C8,63
477857a8-af73-4afe-9bd8-7078b0e951b0,NA,C8,1
485efb4f-7020-4fbc-9cea-8b53901e71cf,NA,C8,17
4a7a2c8e-79c2-4d72-911b-f1bec681dd2a,NA,C8,32
4e131265-bae9-48cc-bcec-54775ec9619c,NA,C8,2
4eca2578-0230-421c-8ced-544ffa04cff6,NA,C8,1
505b17b6-bb28-4174-9be5-cd105b5f9086,NA,C8,48
52a42d6b-5ce1-47ec-9ee7-227d77ac1fa2,NA,C8,1
52ab39bc-8dc2-43ff-8d8a-1c800136479f,NA,C8,1
556c4f4b-cff9-4252-88b1-685826ce4321,NA,C8,1
56bc683e-8c4e-415f-b053-4cdc6b569bb8,NA,C8,1
5892acdb-d1f0-4902-a0af-f77128fdd6ae,NA,C8,1
59d4b958-679d-4db5-b156-26f549b3a73b,NA,C8,2
5a8b8315-157a-4a77-a700-4b2be154b152,NA,C8,2
5b1ba454-3ece-47d3-867e-7e379d2a6bd2,NA,C8,26
5b2fa52c-60e0-4d47-86f8-10ad679081d8,NA,C8,18
5c190228-38cd-4291-8cb8-a9a5a8fe3142,NA,C8,205
5c2c728c-0241-46e5-8fb3-3fed269e2c5d,NA,C8,2
5c739dc0-8cf4-4618-97e5-ecc6edb16226,NA,C8,1
5cff55fa-17e4-4523-bb29-3720135d0211,NA,C8,23
630007bf-6dba-4fda-b862-fdd3158eef4a,NA,C8,14
65587ecb-3b9b-40ac-8b79-195192cc464a,NA,C8,1
65aa8a8e-2dac-4486-a3a9-7ed2d2a223f0,NA,C8,1
65e42355-8d28-4ce0-989a-f9d5e31568c4,NA,C8,1
66d82391-389f-46cc-8219-ae1567b29174,NA,C8,11
66f53617-e96b-4cc3-b1c2-f97c61330b44,NA,C8,1
688e6939-3324-4543-ae1f-eadca2c25f52,NA,C8,1
68ab6997-35fc-4230-8d0b-3ff98b85c059,NA,C8,76
6ca66d9b-aef1-42ce-9f9c-15044d5e3ba3,NA,C8,10
6d6baddf-8671-46a0-bf5d-c9cc41275b13,NA,C8,1
6e361a28-5791-48ff-a655-9c8b09119f33,NA,C8,1
6f015f64-48dc-481c-b44b-80605011c8bc,NA,C8,1
7083582c-0729-441a-829f-0e90951c7925,NA,C8,4
71d920b8-3e54-4551-b292-a99b27d5b1ee,NA,C8,17
722eb093-f8a1-495c-830c-e0a734efe21c,NA,C8,6
7235c42a-032f-40d3-8da4-9dfa13056677,NA,C8,1
7250dc49-484a-4c45-b0bc-f7677d329ed6,NA,C8,4
7431b4e1-307e-403a-81cc-45a4fa567f55,NA,C8,1
759b27fe-1ac5-45da-acd7-40cbd432cb93,NA,C8,1
7617bbc2-8ee8-49b5-9651-05ca87087982,NA,C8,5
7757cac6-ac23-427c-8af9-1836fa36e263,NA,C8,86
781e33f9-c5c3-4472-808e-e300184b2b8a,NA,C8,1
7acd2294-b252-4032-83ae-b64377119cb9,NA,C8,1
7c73e07f-354c-4d8e-8324-d20d9cc5cec9,NA,C8,22
7d2ebd6e-982c-4e62-800a-472e178ce12c,NA,C8,6
7d673abf-2395-47e7-a338-d9d35c68d7c6,NA,C8,2
7f1ebab3-9595-41ec-a028-8582f7492e93,NA,C8,1
7f7d7449-ca27-4ee5-8d48-17250e369f76,NA,C8,2
803504dd-db71-48da-bfe2-d633987c7fdc,NA,C8,1
803642d9-1ee6-4ff2-b468-76ad1dd99cf8,NA,C8,1
81e7d8d7-bfb9-4a6b-af26-4f44190682ce,NA,C8,11
828dd400-77fc-4feb-a4e9-d1d0cfa2a97a,NA,C8,1
8303e0cb-7070-411d-a220-704cb29e330e,NA,C8,1
835d04c2-059e-425a-96ce-4e2f60f395c5,NA,C8,118
8418c63c-085e-4bf2-806a-3c1f204c5271,NA,C8,2
84596fcf-417b-4504-96eb-35e029314e7b,NA,C8,1
845b2301-bdb3-4280-8321-72340257d47e,NA,C8,2
8478b06f-0f0b-4e2b-a8e5-a9cc773c98bd,NA,C8,1
89301172-2336-43f0-a4ef-cf1279d04c34,NA,C8,1
8bc5c71f-7308-4888-b294-5b750d001bae,NA,C8,2
8c525a9c-a0b6-4e29-825b-48205b88244b,NA,C8,1
8db47b31-30a1-49e5-b454-d01368e2026d,NA,C8,1
8f2861af-ecb4-476e-b22a-f789645662e9,NA,C8,3321
8f4dd584-2d6c-4738-b878-60cb50049056,NA,C8,1
916b2d94-6236-488a-96ab-c3c1c93882a1,NA,C8,1
91c9eb57-1a2d-4a82-a94d-a2735cf5ce74,NA,C8,7
92f048e8-2f91-410f-b2b4-fd35974ea693,NA,C8,1
9466cd31-4100-4c27-8d38-2dffdc894ea8,NA,C8,1
94a56bb0-50e2-4cc1-ad2e-147b7f24d999,NA,C8,95
9548de5c-e6d8-4cb6-8278-aff8f0da4817,NA,C8,1
9e79da16-368b-4bfd-b8fc-e2d82607e8a5,NA,C8,2
9ecd1931-8c90-462b-929e-b4960927cb40,NA,C8,68
9fe1e903-957a-4952-9b02-13dbbc763f18,NA,C8,7
a1d1551d-5a60-44c1-97ef-14fe43fba2b4,NA,C8,1
a5810041-c666-4040-a3a1-0a9fa3eb6812,NA,C8,17
a7044181-384a-4b98-9d01-7c01111f20a2,NA,C8,1
a831fa35-b023-4b9c-8a91-b1ac592e730b,NA,C8,1
a9df0f5c-d05a-4e45-ab1e-2cac2af27f27,NA,C8,4
aa8c825f-50e5-4514-bc03-18ce0ecdc8af,NA,C8,12
ad8eadd5-0b6f-4e15-8a41-7470a57d20f8,NA,C8,1
ae34cf06-c143-4bce-bc16-e44bb1e344e9,NA,C8,3
afcfe126-87a7-4c58-8a96-360a4e13314d,NA,C8,1
b1204d30-471f-45b2-b82b-c5d921605671,NA,C8,20
b178d58c-3883-4ccb-a459-d24a9f6c2cc7,NA,C8,4
b2553000-cb6c-4bfa-b410-903132a1aca2,NA,C8,1
b2962f96-0067-423a-9271-f98232e91c5f,NA,C8,1
b40db611-6624-47bc-865f-50d94080eb1e,NA,C8,2
b6c5c762-c887-4df3-8996-326bc9e405e6,NA,C8,24
ba922003-7a48-4198-ba2a-a454a1d5604e,NA,C8,5
bb0f6d74-19a4-4f0b-81ff-7d17dd0a2a22,NA,C8,22
bdc2880a-aa4b-4b28-a636-08c5a3cf9e07,NA,C8,1
c021ea67-03e5-4c14-899a-4b07ed9b982b,NA,C8,2
c15667bd-565c-4788-82bd-7fcd1c804d48,NA,C8,2
c26947e2-da6a-40a4-88aa-c4875500dd06,NA,C8,4
c32c33a5-1040-4e46-9425-739d8058117a,NA,C8,1
c36c6cd4-b209-49bc-9c9b-f368ebc6acf5,NA,C8,38
c4270d6f-91ab-472f-92ad-c6a63ed85476,NA,C8,19
c628ed8b-5388-4edb-b5ab-3b1b2f543a0a,NA,C8,12
c7a1707e-e448-47b8-87d8-8363884a62e6,NA,C8,1
c7b5537f-3b14-46e2-95b2-4883ee7789a4,NA,C8,11
c974ebd0-f471-4b48-824e-226a23631977,NA,C8,9
c9eb2d81-00bc-4725-b3ee-1c96223ee978,NA,C8,1
ca462e5c-944f-488c-ae81-4d306338ef8c,NA,C8,44
caad2d68-358b-4a97-a051-dac33e94e5a8,NA,C8,1
cbb0470e-1b3a-45ff-aa07-6fa7657bbe7a,NA,C8,7
cd78b865-edd2-4164-a81a-d36e83301578,NA,C8,9
