barcode,Centroid,nReads
F6,6e861f04-49c8-42db-8185-92fc40b7cace,1
F6,6ec6368a-e548-4f02-9371-3972451445b8,2
F6,6eda7ae2-8a02-44c8-aa6c-772839b1da3b,1
F6,6f73523b-0e49-406b-b096-f02ee289738d,41
F6,7009cd75-8479-4194-a611-94e8778611a1,1
F6,72008ec4-c5bb-409a-938a-f95080b5c12d,2191
F6,724c62b6-6ea3-4def-acc9-14f180446c77,2
F6,72767c4d-3ecf-424d-8b9d-6c55bb3abea2,11
F6,72980960-de3e-4b84-8f25-db49e87e1da3,2
F6,72a070b2-4a4f-4587-bd0a-c9172258e8f4,1
F6,72c3d923-de1b-47a0-9b7f-45ad317ec3f7,1
F6,731f1e02-641f-4f58-9fad-8071948a4796,1
F6,734ee33b-d21a-404d-85bf-e6423ff74de5,1
F6,73658847-43c9-4081-8a52-2e4f9ba87b35,1
F6,7430b3d6-1d39-485a-859d-ce9c30723c2c,1
F6,747d482a-804e-466d-8eb5-ec51b7d40ee9,7
F6,749188b2-0e15-45be-beed-510597165aff,1
F6,749fbf3d-f90f-405d-a8d1-de009c64a5d2,1
F6,74efe858-2af5-4766-9836-93a34d0546f1,1
F6,74f3a691-87c0-44a9-8837-f03ce83c5d71,10
F6,74fe60e7-7d61-4189-88fb-88004ab18cbf,9
F6,74fec53f-eab5-440c-90db-567d3c726024,130
F6,752f7746-260e-4963-ae1e-c6dea281b3bd,5
F6,7547a4a4-f731-4d79-821d-e7b72709ab48,19
F6,757805b8-23a2-4349-b73e-e14d04cdf53e,7
F6,758aea7e-2c65-495e-9504-ffcabe48377e,34
F6,75b48122-cc21-40f7-bed1-b5606d595553,1
F6,75be07d9-db08-4d27-9b3c-6088280fbdaf,72
F6,75d7c8cf-e239-4340-9409-81ef1d408053,1
F6,7611b12f-eccf-4904-a925-626b5e20606c,2
F6,76140bf3-6f18-4569-b1a8-4eb9263c9d57,1
F6,76499837-5b6b-4fca-9aa7-46e988802e7b,3
F6,770739b0-2e3e-44de-a661-b1d4406ca4e7,18
F6,77370f33-a968-49fc-896d-37d5a6cfbb82,460
F6,774bb132-6072-4113-b35e-9b3f3ed3bada,36
F6,77603e76-f5d4-4c45-86d2-94113f9c4958,191
F6,778dba0f-50cc-4546-b8fb-dc676266886a,1
F6,78062f1f-c0dc-4b9a-9d01-7c56f3dc4886,1
F6,78452d8e-9704-41f0-adb9-5ade177b8e61,1
F6,788bcabb-6012-40fa-acd3-692ff0e50567,15
F6,789f37be-6b13-465e-9015-91a57f3cd27e,1190
F6,797d0655-d884-4c4f-aa8b-e52340f9ac72,31
F6,79c1125e-7934-4ce2-9499-6daa8cbe4779,5
F6,7a31bc6f-9c38-4d54-a483-3c60d66ca083,1
F6,7ac9f16b-d7af-4ecd-ab9b-e928762d704a,6
F6,7b5de7ee-4af6-4b86-9656-be289769322d,7
F6,7b77913b-934d-4fab-94e5-765a6ecc7f51,1
F6,7bcdef27-3cf3-423d-b3bf-0ab75ec6a4aa,3
F6,7c45cc1d-0084-4335-bc3b-8f6efe5f2bf7,1
F6,7c718eb3-c6f5-427c-890f-51ee3a3943b0,6
F6,7d5f2e38-1dfc-4bfe-b7d2-c84582ebfb53,1
F6,7d890f51-c375-493d-9447-2072fced0a1d,170
F6,7deef49d-fd6c-4a9f-bc88-b32da69e14ee,86
F6,7e15a2fa-0e3b-44dc-878c-d637bf38c958,1
F6,7e16d137-6764-4c9f-9145-72cba7ea9821,1
F6,7ea265b2-1bca-4a50-8d50-338d97e1df7c,91
F6,7ea883db-cbd1-48de-ae36-3d96a3a2d1e1,28
F6,7f102b46-fd02-4a89-9516-eccc2d7658dd,3
F6,7f570648-e400-4736-a4f8-70f77c1d0119,2
F6,7f61dbf3-3f02-4bd3-8a2a-82c03b96ede6,86
F6,805b08ea-f932-4500-b624-6401ab261473,21
F6,812c6b3f-ec5f-4ac1-bf05-88e51991f9ed,1
F6,81be57eb-6ca6-4926-93d6-1f15a55db38a,3465
F6,81cabde5-3c23-4f9d-9537-80707daa5f79,2
F6,8209be5f-1c04-45f4-81fa-8847caf3594f,2
F6,828990e7-afcd-488b-b898-9feb3e059bc5,1
F6,82b86fd8-9197-44b9-aad8-709a200c5fd0,1
F6,82c5011d-5c62-4e8b-b01e-d6b33563c765,6
F6,831937c2-c7b1-42d3-a417-3074e21f7ded,3
F6,83583e2e-e04a-43eb-90dc-e7bd3144b3e5,1
F6,8374e7e5-a41a-413c-824b-4a40fc83acb4,1
F6,83751229-8a8f-4e9f-8941-449487d30b78,1
F6,83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,1
F6,842e5b1c-a5f5-413b-9ded-0f2fb4196cc0,54
F6,84b02c0d-023c-4340-b12b-73f61a544e72,1
F6,8543c960-a596-4efb-8596-e4c992b02499,1
F6,85761e14-fde9-454b-9f42-ab3bc06a867b,5
F6,8652c812-1895-4b21-bcef-a7af5c5a0dd5,3
F6,86baa248-1e6a-4dfc-839f-5ec9cb1cc61e,15
F6,86e2195c-b347-4c54-93ae-e167728e00a3,1
F6,872f37fe-5794-480e-b177-68b69c67e9a4,1
F6,88c7d838-2902-4f0c-96ed-4820a3763f60,1944
F6,88e27078-6744-486c-b1f8-bb08391fc15c,1
F6,8936698f-77a3-4a82-80b2-d1b200f18c48,1
F6,8938d4c6-a8cc-4a0b-9a02-58e4a6656d5e,4
F6,894c7200-a7ef-480e-90ea-60b2c8520fe2,7
F6,89b91daa-9484-48da-9e84-d1d31b32de42,4545
F6,89d1c9ad-6f54-4328-b89b-89b04c80e364,3
F6,89e57d62-b42e-4ea4-a4c9-7e8dfbbe1d85,4806
F6,89ef57da-94ce-4c60-8700-f23668673ff7,1
F6,8a3d29c7-ffe8-4d49-a477-f86c5336bd76,132
F6,8a7683b9-c9fe-4f08-97f6-876de98cce76,2
F6,8ac9092b-dc94-4440-a40a-dae330ac2c52,1
F6,8b2f01e0-e512-444b-847d-8c1530e5087f,3
F6,8bf1168e-8efb-41a5-aa64-f27f8b1c8f9e,2
F6,8c2f6f2d-6cf1-4677-b8a8-51c363e88ca6,7
F6,8cc043ea-323f-4774-9143-01e9155acd5a,1
F6,8d480733-982b-4e1f-a4b4-31cf942ee33e,1
F6,8d5e5a3d-e6c0-4c62-a15e-880f4d85219c,27
F6,8d7a18b5-4efd-4896-9561-b88d3d2599e5,2
F6,8dab18ee-7a96-45d8-a0e3-257bd097c2fe,1
F6,8df0655e-a4e0-41fc-8ebf-f390697dbe49,1
F6,8e81d774-a2f5-484b-9b26-2aaea6005ea6,26
F6,8f834586-8e2d-4a5a-bb7d-06a77574b9bf,4
F6,8fb938aa-4def-483f-a4fb-6fa8b553326b,1
F6,8fc61399-35d7-4aa6-b957-e840cc784e5b,6
F6,9017ec0a-d500-44ce-b4b2-1be33bff073e,2
F6,902907da-b3b3-4191-b36d-f912ee3d7167,6
F6,907ea021-0796-4316-a692-e3567f648f42,1
F6,90e52195-e551-4530-b3c4-66b0a329ffd3,1
F6,91aa1855-f329-421f-95e2-09c61e6b07b6,1
F6,91fa7401-824c-4e63-a905-dfa456a07063,2
F6,925125cc-456c-4f4c-b7d2-f7bc747cb69d,5
F6,9281566e-068e-44b6-af5d-6389338d2cac,7
F6,92a906ff-8ad2-48e5-a321-2b1f2ef8e62d,2
F6,92bab09a-51f6-4b3b-9712-5450078ead4f,1
F6,931004d9-bf88-44c9-acce-f8f1d1e7d765,4
F6,93460a81-e2a1-47e5-a149-a4c6551512f8,38
F6,934e65e3-9684-41ff-89b6-6c3d5aea5a24,6
F6,93f321f8-6205-46e7-b26c-0f8809c738cd,21
F6,94a11c85-99de-4c68-8102-83bbb95d9cb9,4
F6,94adee59-e62a-4ebe-ab79-3de8d3c9135a,1
F6,94c88ac4-7e9b-4fc5-9d88-bb95424e5893,1
F6,94d90c67-7833-4682-91d0-479ed15611c7,1
F6,95433e80-5a47-46a1-9ed4-80afb84d28d0,10
F6,95801550-4379-4a88-b391-8f53c5d32de9,3
F6,9587176e-e31b-4564-8d5d-a18b267ca622,1
F6,95c4fdc1-738d-47e2-9932-d5bae713c1a0,1
F6,95ffe5dd-d917-4799-b4c4-3851e9d16669,879
F6,9637a7e9-0951-4935-b63d-f476e7150bcc,33
F6,9722d3e3-a563-4ae2-bb8a-23a6abd92aff,1
F6,975f71f8-a5cc-42df-b788-3ed355b96635,1
F6,97ff1b42-1f83-40f5-ad3e-00a1ecedc5b8,3
F6,980ab325-f022-45a4-8dce-d15bc9d85ca2,2
F6,99075d05-e533-4aea-bcf5-5e00a1325b5a,9
F6,99285927-caa1-4cfe-a7da-d85623ae7a2e,20
F6,99bf184c-611f-4985-9bdb-189fba849b24,83
F6,99ce1060-8d95-46d5-bef0-83bc222d7c83,1
F6,9a9f399e-c7b1-4185-8e76-7c615087c20b,68
F6,9ac23c9f-8eaa-48e2-80b2-0b0b2cee60b3,34
F6,9ad5978e-c4ee-4807-81bf-c714c6dc627b,1
F6,9b2f055f-2108-4660-b10d-d32331b030c9,29646
F6,9bfc19bd-5649-401f-9eaa-3e15861e60d7,3404
F6,9d541309-2883-411b-9028-dd13566f7628,1
F6,9d7e499b-dd67-4b6f-b93f-7ec042f500fe,166
F6,9de6b7f6-79d5-403f-bb31-293a86ce7da6,1
F6,9df32ce0-5f97-4fa7-8613-171190b70806,880
F6,9e0cd04c-1a3a-4d57-9cff-f2bd1cc3d409,36
F6,9e72e23f-ccea-4a84-96b9-390187799ce3,130
F6,9e8b407a-9fc1-46c9-922a-6cd6ffc8d9ba,1
F6,9ebc6c90-cf25-429d-8a2d-4c776a5889ad,1
F6,9ebeaacc-db05-4c9e-9eb2-315bf321fda7,1
F6,9f1d5783-0c63-45c0-89d7-d475014d326f,1
F6,9f7a1efd-a091-4f68-b021-604fca10f8ff,782
F6,9f99141d-a62d-4761-9ca6-1faad339c8e9,1
F6,9fd35c37-1982-49c9-a91b-0ea1832058ed,63
F6,a011052b-6bc3-49dc-8d31-6078404bb4b2,51
F6,a035f29c-b475-4b3a-84f7-e812c4aaa1a6,24
F6,a09768a3-34a5-496d-bca2-89006519c227,243
F6,a10d1ba0-75f4-4111-b386-af40a76b700e,64
F6,a11c38ca-dc12-49a0-b4cf-344dedc12e81,1
F6,a122ee83-a641-485b-a287-fe23933a6112,1
F6,a13d3fad-87e6-4cda-838f-2e7ce4c5c001,1
F6,a15d7a04-e3ed-44db-9dd6-e98bf201c57d,1
F6,a1e29141-399b-4764-a08a-6394139cf74a,71
F6,a25e2d93-36c8-422a-87da-5ba9b84c769d,2
F6,a2a90cc0-1a84-41b4-b232-8bdd840d6e22,1392
F6,a2f12814-619c-4ba6-9ff3-c2e65f25fd17,1
F6,a30f37f5-45dc-430e-8c07-68f739868204,3
F6,a3cbdb4e-9075-4dba-b884-7f00db96dad6,10
F6,a4020070-8191-42bc-a242-7055e1fbd790,2
F6,a4026bec-94b6-42b3-92c7-c6c0a7946a95,2
F6,a49a1146-79cc-470b-b330-c38270e31fd1,1
F6,a4bbb0cd-2d8c-40fa-b486-f30e12d9b5e2,26
F6,a5810041-c666-4040-a3a1-0a9fa3eb6812,5
F6,a5afd10c-6ad6-44b7-8a2a-b91aeaba1193,1
F6,a5fc01ef-60fd-4c62-904f-398c6d02f4c5,780
F6,a65d9da3-1dff-4b97-b203-a9bb0e3e9552,5
F6,a67a1264-1c10-433f-8245-4cc6e99e38cd,2
F6,a6a50b51-ea97-4dfa-b5c1-5006adbbba7c,12
F6,a6deed04-de3c-4fa9-a07b-99e8775fde4e,10
F6,a766ec73-5f2d-43aa-9710-9ad788eae6ac,3
F6,a7fc6c5c-04d4-4164-b54c-3476cbf567ea,1
F6,a81a8299-5f52-4f84-9a61-674bb105aa86,1
F6,a8e60cf0-018e-447b-92ac-a76efa4d5312,1
F6,a91f6e2d-4147-4273-864a-8f0471cbc435,1
F6,a924e0b4-7e76-46cd-b9b7-7d65a54ca963,9
F6,a9547479-fa9f-403c-b1af-5aad6645143f,1
F6,aa4a5c85-abc8-4b73-b932-02d64d4fc946,17
F6,aaa526aa-b294-479b-baf5-b5012667b81b,1
F6,aaa9a92e-738e-4e09-88d2-58d34c641aef,1
F6,ac656787-9721-4067-b908-548155d34dff,1
F6,ad5171c1-7d14-4974-82a6-1971bf20a681,1
F6,ad95f038-cfb2-406e-8ede-2fea77d9fa5f,41
F6,adf8ce70-0681-400d-a457-be9a6ada6c0e,12
F6,aec19723-1985-4066-b744-02d35ed3b549,92
F6,aee3c0e5-a07c-4459-8f3f-0af480d6663c,8
F6,af33ba33-3149-4860-aa9b-b53419d17bee,1
F6,af717286-98fc-40bc-b9b2-426861593324,3
F6,afd740c7-9641-4d66-9317-1a7d9b8c2fea,1
F6,b002a5e2-dcd7-4826-9551-130e5bfe2b84,4
F6,b019a31c-7039-4259-8e76-17e5cc7f5cb0,75
F6,b05dd0fe-5721-4189-b49d-e45aaf763f70,3
F6,b09b3047-f084-467b-93d0-55e2078e5a21,1
F6,b0c3763d-65de-4b88-974c-7e2e6deb8428,13
F6,b0fc3194-e3b2-42d1-9001-2e5ecaa56001,1
F6,b1658a5b-2d95-4550-8285-8fd1d2e4e097,2864
F6,b1a2d559-efcf-47e6-bca0-1e5289436bb9,18
F6,b1ac6bbb-fa29-485b-984c-18543934c398,1
F6,b1b0caf1-7b80-4234-bf95-95792edb0bc1,4
F6,b20367cd-dd8f-4cc3-b4d5-7391c529ff03,1
F6,b22de545-beab-4615-9daa-8a1f997d8d20,2
F6,b2523bd2-ffa8-49de-85bc-7ab5a61878c4,3
F6,b2962f96-0067-423a-9271-f98232e91c5f,1
F6,b2a1bd7a-3013-4354-b0b4-5178d1c85265,2
F6,b2a5c5e3-b219-4259-8a2b-1e4d01c605af,1
F6,b31d1fd9-e53d-415a-9769-5010f23f31c8,2
F6,b329bc5a-89dd-4196-b741-60c99e515c7b,4
F6,b3a2324d-74f9-4166-8ece-23a26b936f9e,1
F6,b3cd12aa-fee2-4e6f-8fea-5c4345e9e869,198
F6,b3d3c6e2-5dcb-436c-b3bd-e358e7319089,7
F6,b3fdf715-9dc3-405f-89a9-f8b982026748,28
F6,b48daa19-0976-4f17-978f-97dfcda7a45f,24
F6,b4a7d809-a37d-4e7c-9ce6-39214f63c538,3
F6,b5bbc77b-7df3-4140-8eff-a37137e609e4,1
F6,b5d415c3-dc23-45dd-b927-f5ac319ff7ed,1
F6,b64d8457-f8a4-470b-a4bc-1d4ab8624a8e,4728
F6,b673a748-06bb-4301-a729-c12d20456e2d,101
F6,b684b8d1-d2a0-4d91-a94b-40c108defe6c,4
F6,b68d2f30-c2d7-4c27-82cd-08e85a010c7f,1
F6,b6fc307d-cd64-4214-8c0a-6bf1404109a6,2110
F6,b7583bdb-3b5f-4e7b-818c-2bb1f1f59eea,2
F6,b75a3aba-cd57-42dc-bc12-8cc66df6b6ea,10
F6,b7f99d11-30d4-4df0-8b56-297b8b73e6bb,8
F6,b8c9cb4c-d470-4968-a09c-9d0cc9b33571,23
F6,b931f5c6-4ff7-4dd0-a605-deb4fb5ad693,2
F6,b9663b67-83bf-4413-8284-de80559c1686,1
F6,b9699250-ff57-4fbf-9f95-377e895c43b3,5
F6,b9702151-288d-4213-9f46-c42d4a0c3833,1
F6,b99b169f-86c0-4aaa-8688-d4ea418332c9,1388
F6,b9ef0e92-a8cc-4555-b1d4-17fb6ec175f5,2
F6,ba39170d-4159-4f3f-b2e2-4edd8adaa46a,3
F6,ba80f469-8261-4c59-9926-99ed69b4f509,2
F6,baa5b772-11a1-4a3d-9fee-6020cef0cc71,1
F6,bb05a294-8879-4c1f-970b-d4a062bf0290,2
F6,bb488355-b01a-4a89-9ed8-50c49e17b73a,1
F6,bb6f9b12-fb67-4962-a27f-94b6eb3cb6ee,9
F6,bc6ae6a1-59ed-44af-8b40-dfae2ae33f44,1
F6,bc769531-fb07-4a90-b051-abc0393a6453,17
F6,bc9f7092-daf4-4ae4-a818-3658e4a1c2ff,1
F6,bdb6090d-3121-477b-b9e1-001f2ab6ad1b,9
F6,be54301c-a0c1-4592-845f-18ce8ea25834,1
F6,be788a0a-c88a-42a2-a2fe-aedb77024d86,1
F6,beb3c4d9-f58d-4ad1-a5db-b9b52865c7ed,48
F6,bf48ca4e-49a6-44f0-9cf7-ce2312badaef,1
F6,bfdde478-a981-4966-b57f-cf4214aa69a2,342
F6,c09b3d36-7f5f-4d01-b32c-92ec7f36aaf8,167
F6,c24f7e9d-d859-46ea-9384-db365cca37b9,1
F6,c309d491-fdbc-4b2c-8448-d46421b58641,9
F6,c31cf0d0-1e5b-48a8-922a-c76b81cc096b,1
F6,c342bbfe-1585-4c6c-882e-0ad80b27552e,9
F6,c34e07a7-3b5a-4b25-9dd3-defde890b20a,1
F6,c389a29d-29aa-4cf8-891b-b329bb3237d9,2
F6,c3a46cf4-fe9c-4642-a46b-e667378a7808,1
F6,c47a3bd0-61f2-4d1e-8881-9ad607a4f6ec,67
F6,c492431d-1093-48e5-9068-a0bba7b7432a,5
F6,c49a3d31-350d-4bdc-ac2b-d813a8999c48,5
F6,c55073e2-83d2-4e2a-8d64-acdd60b0040c,5
F6,c57875b3-7dfb-464b-b503-8f685726ef81,1
F6,c5aba2fc-70b0-42b1-9605-1c975fa13e85,1
F6,c62a43e2-4cd9-4827-b327-d2ba3d7d5f1f,1
F6,c74c8580-cca6-4c10-a632-4d37133204e2,3
F6,c758e4d6-510b-4b71-81fc-b226479fdd7a,3
F6,c78693af-36d1-43ab-99d7-f0695628a3cd,1
F6,c795af66-acf6-4761-b959-d50c90e31370,7
F6,c7d6c8ef-f03e-4b3f-b710-a1e5c67c5566,1765
F6,c808bf5e-d157-461c-b353-4c4e8e271970,4003
F6,c83384b3-c46c-4bd4-a92f-1f749c736fa2,11
F6,c84b2d46-2818-419b-8cb1-eba8c1094155,16
F6,c84ed782-bcfc-45c3-a3f0-fc1ee5147901,3
F6,c8d17464-9d57-490d-96ac-da630f2bf671,3
F6,c8d2cfae-2dc2-497a-9677-4f471ff5da3c,174
F6,c907801d-fb1d-4fd6-963b-1199ff8d0c5e,187
F6,cb422297-146f-473e-9b09-1c71da3b7137,7
F6,cb493025-137f-44b0-8ead-f216c651b73b,1
F6,cb6e6a9d-46a6-4217-89e3-3357651ba350,1
F6,cdb0292d-1095-4f89-9d7f-3b05d60012c1,6
F6,cdd95f47-5be3-463c-9ec5-4578ebfc60ff,4
F6,cde7cdfd-4c82-4f18-a874-d1104615f827,2
F6,ce3c07cf-5f1b-436a-b32b-826181463d7d,20
F6,ce648c5d-50f3-4acd-9313-3f7477ef0720,3
F6,cec01c4c-1d1f-41f0-8800-b179baf26ce2,1
F6,cf176ece-0157-404f-8d87-58bd28b71883,3
F6,cf4b4f72-ff0d-4f02-9bdc-b484de9b8ab4,1
F6,cf8cc915-4813-460a-94e5-4a31ba685fa7,1
F6,cf9fb4bf-bd5a-4038-8874-97aa3ca1a3a5,143
F6,cfc6fee1-830d-4070-ab07-0b328e77a738,12
F6,d00d8704-b6a2-4305-aefb-9ce270a3e22b,2
F6,d01896a0-bab1-45db-aeea-38c4090e9756,3
F6,d02fb0d5-d9fd-4583-b115-fba6150a892c,1
F6,d063a486-e983-4200-9b1b-c1bbbe970e1d,1
F6,d0e93ef7-6b9d-4ca2-9a4c-dd03fe4dcfdc,25
F6,d11d0c55-4dc6-4450-8d6a-fd0c926e7200,2
F6,d144865b-b7fe-4eb5-9acc-5a41d342fb86,698
F6,d159e11a-918d-4d12-b5dd-1d55ab9b398e,19
F6,d1764b93-ec97-4a26-8b9c-c1cdfeb1dbc4,1
F6,d191975e-0b72-46b5-b097-bead7caefca3,1
F6,d1a7d2d0-0621-47bd-b13a-6cc18eb7c7f7,21560
F6,d1be7129-bc4d-4343-95ca-4ae1eb3ceeea,1
F6,d2c2b5b0-4176-4608-a9d7-44b72c2bfdd8,6
F6,d2df7741-3e1e-41fe-a944-6be42267a954,1
F6,d351a0b9-ee26-4e8e-81c8-fc0d024b5a7a,5
F6,d3638660-a029-4fd3-a3d2-6eaffd5e2108,12
F6,d375f886-fac1-41bc-a5a1-697e49e7af67,1
F6,d3e1521b-3245-457d-8ab9-fc938599a69e,1
F6,d40398c2-50d7-4f44-8f71-ad13a909fd0a,238
F6,d4051c5b-b557-46a9-bd8f-b1ada9796530,9
F6,d457c8b5-d4aa-48d0-8a20-6ed45cbc01cc,1
F6,d45b2fa5-5b1a-4432-8e3e-503e0931f351,3
F6,d4b23487-7580-4fec-9381-af544d520b3d,17
F6,d4e47980-774e-4672-b8b4-7c714c415bad,10395
F6,d4f6ec71-96a5-4d6c-8329-d1f9af56b1c0,1
F6,d55617ea-31f6-47f9-a43a-6db6483c0b1f,33
F6,d5cc87e4-b1ed-4105-8cea-54deee692a9f,51
F6,d62720cd-4fde-4c3e-8c4c-da1f35ad08e2,145
F6,d6660112-ed01-4b95-bfc3-23350b0d0a70,2
F6,d6b59d05-7cb8-4f0a-b79a-27f09ba32880,3
F6,d6ea857a-e692-4223-90b5-bca66d6312bd,8
F6,d6fffc42-4af8-4942-a4cf-7084384e29bb,10
F6,d796ff98-e272-42dc-8ce9-1a10b3dd08fc,2
F6,d80d8da2-a1b3-401b-8a9a-c7b73332ee28,1
F6,d83b9c79-2339-4132-908e-639dc3a8f628,1
F6,d8dacb68-aed4-4016-a2f1-30a09e047506,10
F6,d9f41166-257f-4c71-b0ea-fad693055c21,5
F6,da471ae2-9837-4d56-9353-9c43daf9174c,1
F6,daa377f2-d533-4222-b907-dfea7b6f3ca7,1
F6,db23f652-be94-4328-9971-90e484876559,1
F6,db588dd0-bae7-4fb6-bee4-16c7f5395a67,1
F6,db91dd91-e641-450d-a25a-c22c6d7d384b,11
F6,dc109430-7a3c-43de-bb1e-3f0ea051cf9b,1
F6,dc3ca8d1-61cf-4abb-8f1c-ed3409dbc62d,1
F6,dc4de2e6-022a-4ec2-8dc8-0a1cf6fc3c3c,791
F6,dc91c33a-f2bc-4772-a8bc-3f8d0470d4e3,1798
F6,dcb12d97-14fe-40de-81a5-911aaf5d195c,1
F6,dcd44cd9-0e3d-4c62-9ab9-6d4e57ce678c,1
F6,dce8f645-fc5f-4fd4-a322-4724602f5596,2
F6,dd62f600-3dfc-4ed9-9b21-d732d07d6886,66
F6,dd9b79be-1885-4f91-bfc9-75b856d544b6,1
F6,ddfc2481-1890-429a-b401-25c2c462b3d7,1
F6,de3f65ed-cdf8-42c1-8aa8-fb7470f5f448,11
F6,de50b03d-9795-4257-88e8-1f5d98a6d79a,1
F6,df3ae355-3863-4578-b29a-964b6769848a,19
F6,df7c3440-6f6a-483b-b6ef-8b2457dec83f,11
F6,dfb6b8d4-97d1-409e-a2b4-716cec63c289,1
F6,dffcbb30-85f4-4795-8665-9b16f5110dc1,154
F6,e0c4d2bb-4bc9-4d71-9ebc-650c2717c08d,38
F6,e0d83dd3-1514-4493-8725-dc7d6f375a17,62
F6,e12d70ae-dea0-4ece-9566-9a62845add77,102
F6,e16f75ec-316c-4ef6-a72a-7ed44164cfe5,12
F6,e263d6a6-5db5-4317-998a-bc88b4dbb522,1
F6,e279ccc0-4a81-4200-8aa0-f99b3770bfdc,1
F6,e2b10683-a83e-4835-80c8-bee3f59d0302,27
F6,e2f24a37-5b54-422c-8ea1-9af4dd0b96a2,3
F6,e31e254e-4612-4fe8-89a8-0223e4b265be,46
F6,e3ed9f01-7646-4b78-9ead-30bb461e1a3e,4
F6,e45fce27-e410-4a6f-a401-7f73532a57d6,1
F6,e4ab4386-364a-4782-856b-1776b24ba4fb,93
F6,e4b03d10-3abf-47bc-9c7e-97af8f8da63b,1
F6,e55a442b-6a5c-4beb-8a13-d300bd7bf8c2,2
F6,e5d7bd57-a5ee-4037-8c65-d5a53e2cd545,2
F6,e5db3c5f-34aa-43af-b960-c10f18282396,13
F6,e647a212-2b2c-4cb7-b591-2d6ea3438180,3
F6,e6628c17-e469-42f6-b8a0-a915535aa421,3
F6,e6da995e-cb9a-414a-becf-e77d0af752cd,1
F6,e7289f38-2e58-4e4a-99fd-2858b3700cde,1
F6,e7744581-b202-4b6f-8328-49d98e6929e3,25
F6,e795f39b-2862-4ce9-801e-01497cfd5904,1
F6,e7b22738-71d1-4b02-944f-634fc07b4468,20
F6,e7bd23b8-f803-49dd-9c5e-fd99eabe6c64,1
F6,e7cc9e05-933d-4b89-b7a3-edd289f666f7,2
F6,e7f51e2b-9ac1-4a33-8790-bc7b36ad73fc,1
F6,e8350fbb-72e0-4b4a-ace8-23892467c6be,1
F6,e8657e87-13e6-4b70-838a-f10932a0fed3,1
F6,e8913005-9931-46d9-8d2a-2e8e2fdf3bbc,74
F6,e8f93556-c9a3-4e8d-a7b2-a1a4f917a44e,1
F6,e9f3e808-63c4-4918-979d-5d9233c60bfa,2
F6,ea28651f-1f4f-4ba4-9d4b-20407b568a2f,2
F6,ea6a42f8-3207-41c9-b712-c18049eb56a2,1
F6,ea6b5b94-bce5-497e-9b5b-0df0e4aa85ad,13
F6,eae3fdfc-7c1a-4726-b6c8-d729f3d18286,2
F6,eb003975-60aa-497d-90b7-5323bc4c6bdb,1
F6,eb9c13ea-b5d5-4d04-886b-c3b4402d39b0,5
F6,ec88fa70-48b4-46f7-9afe-d0be1d42b179,4
F6,ed0648a2-2f7d-467b-835c-92789837f515,13
F6,ed1a2f09-42fb-4b24-a878-989b30b9acdb,4
F6,ed6a35c8-0e32-4aa0-8b3c-a32346bfd4d9,11
F6,ed7fd074-f6fe-48c6-9943-46db4488a69f,2
F6,edaaece4-7a13-492b-8f05-918668510131,24
F6,edca875a-f5e4-4804-b351-98cd4db9205c,1
F6,ee67c2a4-8727-4351-a402-665bb9113348,1
F6,ee8f46b9-59d2-46fd-93ac-2a3f142f95e0,40
F6,eecc1466-21d7-42ff-a21e-798122b8161f,31
F6,ef26dc5b-78b8-45ed-9fd8-cbae782e8d54,12
F6,efc00606-feb6-4e65-a257-35f281f215ab,2
F6,efd62db9-54fc-4f1f-8b46-48c8b484c943,94
F6,f0d19872-6f48-4e25-b817-8f20a316ccfa,19
F6,f12c6b33-571b-4c26-8e06-1f4248f13068,2577
F6,f1798ad2-db70-4dd1-9258-fa86b450da36,2
F6,f26e2b02-32d6-4dea-8bd2-7e29ba06312f,1
F6,f44a3d4e-64e9-4b9f-a53e-008a7a6dec40,2
F6,f45cdc32-fc66-4b03-b83e-0ad2f364fb40,19
F6,f4d750a0-d379-44bd-b423-3fbd10460681,253
F6,f59ac9bf-c86a-4996-8517-c7f1bdf3542d,1
F6,f61a75c8-5d84-4ee9-928f-54652df2976b,1
F6,f6380047-f2c6-4b28-9d4e-c55afa0a14b5,1
F6,f64f0dab-98a0-4798-928f-298586d58ab7,12
F6,f68028b1-a6e9-4fb6-b156-994a809528a4,6
F6,f686c0c8-28d1-4f85-9918-539b9308981e,3
F6,f6c32855-5c84-410a-9910-37634e5bb0ab,2
F6,f81c0118-a951-4579-b021-4b64bf0169f0,1
F6,f842841f-5a7f-4924-b5b3-3e608f91007b,1
F6,f862719b-cdf6-44b2-a039-381b912942cc,30
F6,f8c64c5d-0046-4241-8974-743d2970c3fa,734
F6,f9a6476f-895b-455d-ada1-124d9ce73ba9,1
F6,f9df6a08-e1c8-495b-949b-daf7e5b40501,1
F6,fa0ef7d8-d130-4cbc-a66a-b3beb2259e81,61
F6,fa386955-312d-4aeb-8625-53ce6f0f90b0,3
F6,fa4123d2-ca65-491b-a91c-15383042cb02,1
F6,fa8dfa6a-c5ee-4fd0-9103-3d5a29cc619b,1
F6,faada94b-b851-45a0-93dc-9050505ab5bf,1
F6,fb85a481-1030-4c14-a243-4c837d43b278,1
F6,fbd7fc5b-fef0-432c-bd8b-a8d6d7ece35b,5
F6,fc78bda4-fd89-462e-90a4-c8b6dcfa8ecc,481
