barcode,Centroid,nReads
B7,9ca4eabf-010d-40c4-b9e6-19e3f879548d,5
B7,9d458475-4c24-4fc8-b337-134116c1ab06,2
B7,9d757fa7-3570-4762-b845-199387dbbf30,39
B7,9d7fa3a1-a31f-4ebf-a481-ea3725e5ec13,4
B7,9dc19900-6036-4960-a4cf-c0cfaec0fd6f,10
B7,9e6baba8-95f4-4cd2-a865-56c961de2e70,2
B7,9ec60938-1145-4ed0-9442-b87067a2d498,2
B7,9ec6b372-2f57-4304-bf36-0edf23455727,5
B7,9ef18ebc-0463-422e-863b-b1549c316cad,25
B7,9f0b33d6-cd19-4142-95de-74a6715aa13c,2
B7,9f72d69d-e099-47b6-83a3-e98310e5c803,29
B7,9f9bc944-8d11-49ad-9589-74ce0f4dab4a,1
B7,9fae6968-603f-4210-9238-a9714313131c,1
B7,9ffe7d55-5884-4603-a87d-a281d993db0e,3
B7,a01b1880-9b0b-4bb3-a792-59656e16a7d1,1
B7,a026ba27-eaac-42d5-8453-722def036f9e,2
B7,a0b7df66-5940-4c59-9d1a-eca53958eab7,1
B7,a10d1ba0-75f4-4111-b386-af40a76b700e,34
B7,a13d3fad-87e6-4cda-838f-2e7ce4c5c001,4
B7,a16abc3c-cb07-4a71-b3f1-de9629a6a96f,3
B7,a1731fa8-0495-4740-9fb4-a906ac16ee53,8
B7,a1bd6060-3b3f-4895-9355-dcd587df8f33,1
B7,a1d1551d-5a60-44c1-97ef-14fe43fba2b4,1
B7,a22b9879-838a-4721-a2a2-646c92c16a70,1
B7,a24c61cd-d5a2-4123-a0f7-769968bc38dd,357
B7,a26dabfc-076b-42e7-9ec3-6e03103f8aeb,1
B7,a2a90cc0-1a84-41b4-b232-8bdd840d6e22,4
B7,a2f12814-619c-4ba6-9ff3-c2e65f25fd17,1
B7,a2fd267e-5529-4d98-84b0-e74ac70b5a7a,2
B7,a37a1ae3-82d1-41bd-b5a7-b5c2309dee08,4
B7,a390aa57-16e2-4634-be62-a86ef0b52a10,3
B7,a39499ea-9446-4f18-ae82-0ec6b9b5fbdd,35
B7,a3cbdb4e-9075-4dba-b884-7f00db96dad6,8
B7,a3f3480b-8c16-4272-8518-533de13a40dd,1
B7,a4063ac8-02a9-48c3-9f16-3342873024f5,2
B7,a45c9ae6-373f-4259-bd8a-d4720c9bc340,1
B7,a45e2578-78f8-4f35-a8f6-b5ab1c3caba1,4
B7,a47673ce-41d1-40d6-a12c-967db66de8cb,3
B7,a4882902-d91d-4e59-8a0c-954f504a9596,7
B7,a4a8279b-aa1b-45c0-87fa-adad149dc970,1
B7,a5305dab-240e-4636-a920-ec670ebe6540,1
B7,a5922aa0-71ed-4623-b976-394d852065f6,1
B7,a5af4206-a6b5-459c-a0e5-543803d1ccbc,1
B7,a5bb781f-10a5-4be0-89af-7ffc9287a900,5
B7,a5c94194-fe14-411c-b082-f71871981abb,6
B7,a5fc01ef-60fd-4c62-904f-398c6d02f4c5,1
B7,a66d83c2-5d94-4976-bf28-b4e802b7efea,2
B7,a67a1264-1c10-433f-8245-4cc6e99e38cd,1
B7,a6d012c5-170a-44d9-88b3-fd013a994452,1
B7,a6deed04-de3c-4fa9-a07b-99e8775fde4e,40
B7,a6ea64ad-7c5f-492b-bb9f-454f00a635eb,1
B7,a6efcef1-753f-4115-b203-21f805d14c09,1
B7,a7478b52-6a2b-48d4-ac50-3c004b4b76a0,26
B7,a794785e-0f44-435e-be85-c8d18c8ad88f,1
B7,a7a00200-8f20-4adf-bba9-6db943d9a07b,2
B7,a7aaf1b9-3935-4751-b6f0-940b6639fa1c,4
B7,a8223c59-dee5-4355-8d10-b50c9b16b45f,2
B7,a831fa35-b023-4b9c-8a91-b1ac592e730b,93
B7,a8b2bc55-3580-475f-a6f2-fcd098c73641,1
B7,a8de48e6-15c8-482e-ae06-3a30e7321386,1
B7,a98b2f99-77aa-4d4a-89d4-4e9bfc7ceceb,42
B7,a9af0b38-b5e2-4ec6-bd4c-5806af3dd8f3,1
B7,a9bdc24e-9557-457b-9b37-4f56902206eb,2
B7,aa0a8bf1-8b3d-4203-ae11-f4bb49a6b38e,6
B7,aa352f0b-bd0c-4d74-bfb3-776809b0d776,4
B7,aa4a5c85-abc8-4b73-b932-02d64d4fc946,1
B7,ab175507-2410-44bf-8d16-e5c566569bee,2
B7,ab4855d1-3e77-4c16-95ef-4764e45193da,2
B7,ab62bd63-f1c2-4010-9129-dd045bf09c8f,3
B7,ab764f9c-bc47-4e62-ab0e-92fdd5cf031b,1
B7,abcb2ad6-b7c9-4865-9a37-75f3421b1e0d,7
B7,abf1b485-ca35-4515-b264-82410df69d1f,1
B7,ac2209de-4b55-48ec-a980-2230c37b197a,3
B7,ac447042-2fa7-4c04-ab5b-267afc646d7a,1
B7,ac7b886b-bd50-42f5-bb19-6bbb7fbe0df9,1
B7,ad3aadf7-4f92-4741-9269-09ce9bf2ce61,3
B7,ad3dbc28-8da8-4f6f-a01e-58973d225e97,3
B7,ad624306-1069-4130-846b-863b0a3fcb73,48
B7,ad689bb0-0d0a-43da-a7b4-70473a71fa77,2
B7,ad9fa4f4-df6c-41f9-a9a4-50bd6a2d9953,10
B7,adac4428-8046-4fa7-a67c-3ed5de63ca60,5
B7,ae61643f-24af-42ae-853b-3f31dfb3330a,9
B7,af0ae237-170f-4515-8458-ec06009727da,3
B7,b03a53c3-a53d-47fd-afbd-d3d109f73072,2
B7,b0c59d09-4b41-4982-9437-ca8789023b20,12
B7,b0f560fa-da0d-4e4c-b406-e078ad6da482,6
B7,b0fc3194-e3b2-42d1-9001-2e5ecaa56001,5
B7,b0fdaac2-466b-4b8b-9e1d-6869ca7cb86a,1
B7,b1175a76-13a5-4469-8757-169c7c86e777,4
B7,b199f9a3-d6af-460f-b228-b088d6f98a77,3
B7,b20367cd-dd8f-4cc3-b4d5-7391c529ff03,13
B7,b21cd255-b901-4690-b600-b5834fd95787,903
B7,b2428eb4-fef8-48e3-8006-a17411284575,1
B7,b25acd3b-c4aa-4da6-8525-8afa7528188f,2
B7,b25c7ba8-b2f2-450c-a9b1-646d9748ec49,1
B7,b2643df8-5f8b-4d0a-bc2e-d212de0ad344,1
B7,b28fd293-17d6-4f8b-94a8-021ff37d33af,5
B7,b2962f96-0067-423a-9271-f98232e91c5f,13
B7,b29f5c06-27b4-4de5-bfe4-8ac35bf7d370,1
B7,b2a5c5e3-b219-4259-8a2b-1e4d01c605af,1
B7,b2dad8da-3059-42c1-9f65-03674f15100d,2
B7,b3b127b7-68e2-43e1-8a58-f2c1996dfcd0,1
B7,b4150a53-d692-479d-8cd4-b06680129764,21
B7,b48d94fb-5266-40f8-a619-3529e31e07e4,1
B7,b491f345-7c8e-40d2-be7a-7ac148f9be66,20
B7,b499f09e-560c-4f05-b93e-68f86dc8e9c7,1
B7,b4d55116-e7d7-4230-9059-3713aa196095,1
B7,b4f16ab9-3bda-4f47-82c2-7917cbbb1620,1
B7,b53a97a5-0bd7-4d12-9a58-d2ead0a1dbb8,1
B7,b5bbc77b-7df3-4140-8eff-a37137e609e4,6
B7,b5d415c3-dc23-45dd-b927-f5ac319ff7ed,1
B7,b5ff5658-df58-4ea7-b8dc-0337c1f485f2,1
B7,b607c255-64be-4ce5-98b4-0881b5971b19,1
B7,b631bef6-aa1e-4dc5-b768-c129bab2afbe,2
B7,b64d8457-f8a4-470b-a4bc-1d4ab8624a8e,1
B7,b662fe5a-3c03-435d-8f7f-29e73d0c05e0,1
B7,b69c2266-4f0c-49e4-a457-647c37588839,1
B7,b6cbf0c2-d639-44b0-a89d-cd0de671ef1e,1
B7,b6fc307d-cd64-4214-8c0a-6bf1404109a6,3
B7,b6fe73ed-f563-4213-9706-0cefa067b9e5,1
B7,b7271032-6013-4f1a-a7f4-9a79fa8d6899,1
B7,b73af7e9-3eda-463a-a2b5-aa4f29689e5a,1
B7,b7583bdb-3b5f-4e7b-818c-2bb1f1f59eea,1
B7,b765533a-34d5-4919-8de7-aadd305ee0af,2
B7,b7d48519-56df-45e7-b372-fc4e3e823426,5
B7,b7d4fe55-6b29-4abb-99cf-9068a2e36685,1
B7,b811502e-862e-4560-9b56-395bd83e3c97,1
B7,b82e25fc-fe3c-4cdb-88b5-9bcc5e592a87,14
B7,b84a82fd-102d-4f9f-bb55-bff1419c9feb,18
B7,b8520386-b581-45ae-ba66-a3afdba548e1,1
B7,b8639ab2-23bf-4a00-9306-498584e66f3e,7
B7,b864370e-91e8-4b03-84a7-c3ccf59bca69,28
B7,b8763e4b-11e4-4f0a-a0b2-6b4344205539,1
B7,b8c7ea7c-9e0b-4872-a92c-26cae6616051,1
B7,b8d0afff-5a9e-41bd-b9be-b106c8a80cee,1
B7,b8ef1d0c-6b67-48d8-8726-163694ade5b1,2
B7,b90de177-7df2-476a-a1df-112e45122076,1
B7,b9bc442c-8fa6-4a8c-addd-d8b2d81a3d61,1
B7,b9fdf8f5-754b-471e-9d57-9b18dc611ee6,1
B7,ba1f5062-c4f0-45fd-bfa6-a062269cd8c2,1
B7,ba243e5f-29a2-4ac4-93e0-0a141baf7f0b,3
B7,ba39170d-4159-4f3f-b2e2-4edd8adaa46a,1
B7,ba5e15bd-e8da-494d-91fa-a58b65b1db8f,2
B7,ba68d5fe-6fd3-4552-9e86-240d5e208d8f,2
B7,ba6c5276-a63f-4156-8f09-92ba3d2e6ade,1
B7,ba718e89-a0f0-4fb5-80b8-500ecf7cc363,5
B7,babf473c-0eb7-4223-8ec8-3163b16cabd6,5
B7,babfe575-b160-443f-8c5e-eafdc84161b2,4
B7,bac5fe81-5103-4105-a607-a039e75ee844,1
B7,bb05a294-8879-4c1f-970b-d4a062bf0290,1
B7,bb488355-b01a-4a89-9ed8-50c49e17b73a,1
B7,bb70ee8a-4abf-4e36-866d-890dcd84f330,1
B7,bbb08195-17ec-404c-9953-cedf5cf41436,1
B7,bc22f78e-69d5-47a2-99e6-3100ec3f3879,31
B7,bc769531-fb07-4a90-b051-abc0393a6453,1
B7,bc9f7092-daf4-4ae4-a818-3658e4a1c2ff,2
B7,bcc3bc7f-18e5-48d3-96e8-2634f91b14d7,6
B7,bd048063-edaa-4444-8563-04e1c7dca8b8,7
B7,bd151900-767a-430e-a98d-4e4aff0e8610,24
B7,bd1814a5-c4c0-4e99-9462-01a9bfac0336,37
B7,bd48a1e3-1eb0-4562-9f53-b039873637d2,1
B7,bd546155-9314-4b03-b531-57c4d0f09173,1
B7,bdc29b8d-5869-484e-9dd5-dcb06f122a27,7
B7,bdc593aa-13cb-4c13-8c72-f1ba88603d04,7
B7,bdd8ce71-0dcb-4f6a-b7e8-cc5d41db9772,2
B7,be49b59f-9ae6-41af-9c98-9a66c19304d7,3
B7,be62302e-79d1-40a8-8b72-7a71282b949a,1
B7,be7052e4-2039-4cb3-9d8c-a9dc3b0cc020,12
B7,be757a00-f492-4ad8-8cfd-5500247b6314,181
B7,be80c462-95ec-4509-a8c0-563ff93d9df2,3
B7,beb8a061-8630-4f3f-8fca-bfe7c81fd4a9,1
B7,befb3d3b-ab77-4460-824e-9d9c30ad09f9,2
B7,bf3ac2d0-8662-4379-9ba2-821b18d602f7,1
B7,bf6ec90f-c593-45cf-b01b-28381f1b1cca,1
B7,bfc71f94-0842-4126-beff-fbc794f1e3e0,1
B7,c00e237d-464f-4e03-8ff8-b3bbc6f3be6f,1
B7,c076ba91-2d33-4fd4-88e7-960f15c47086,1
B7,c08ae905-4ccb-4496-86da-45b0d110030a,3
B7,c0e1656d-2ad8-40e2-9b12-3ed86b4fd660,2
B7,c0f46b3f-7154-4e3e-be77-729f8bf577cb,10
B7,c106ff40-00d9-49c2-939c-d804065099b2,1
B7,c14ccff6-f532-48dc-a23c-e8efefff4815,29
B7,c15c08eb-dea8-4dad-bb0a-75ec96e7231d,2
B7,c15f1572-fcd8-4c7b-b030-d4fe80bb2d6f,3
B7,c1621c03-61e8-44c7-a3e2-91d1fcd16b1a,19
B7,c1670aca-c647-42de-8355-439836ef1494,1
B7,c1bc7681-8975-40a1-8807-75145a3b4fc0,1
B7,c1bfeb08-bcf1-4a83-b6c0-107077099826,1
B7,c27a3584-dc09-4b86-b615-02f4da6a3288,4
B7,c29416ad-7d32-40fe-87e1-509899f3dd1a,2
B7,c3558141-d589-46d9-90ba-3e1b386e9fb1,18
B7,c3619108-f48b-4927-b5a7-6ebcb66c0b42,2
B7,c389a29d-29aa-4cf8-891b-b329bb3237d9,1
B7,c3d1a5ce-5ea0-430b-a0ac-29e05aacd720,10
B7,c3e6fead-8afd-459c-9c38-024ecadb1233,3
B7,c42fab08-d14e-4b47-8983-f24be90e7743,1
B7,c4702ff1-d54f-460a-a97f-f453ff086e16,1
B7,c48e1235-659a-4575-aef4-7690f3c7a19c,4
B7,c48eab2b-f3bc-4c42-b581-d1d15b511b6b,3
B7,c4aa6ff9-ebd6-492b-bb33-4f008086fd32,1
B7,c4c06519-0763-4d39-aea7-184fef3dcbdf,1
B7,c4fd1d91-a13e-4b77-a564-1b7d79d44d6b,5
B7,c5bdb1b2-6013-46af-b6d8-4b23e1e43c3a,1
B7,c6376901-97e9-4086-821f-466bad26d31a,1
B7,c6385bf4-0f26-4ea4-9b0a-fc898e879b99,1
B7,c64095f6-0204-4b0f-9e42-8049b1005ebd,1
B7,c6a8a15b-799a-4611-b2e7-20192b125230,1
B7,c6d75a7c-4c9c-457f-83d8-9f87139641b5,3
B7,c7273edb-ea9c-4df9-a7e3-4345b53154b9,13
B7,c74c8580-cca6-4c10-a632-4d37133204e2,104
B7,c77b5042-8e0f-44bc-9160-8b0ac09a12e9,5
B7,c7b5537f-3b14-46e2-95b2-4883ee7789a4,1
B7,c7ca7e77-df2e-4c50-b648-6f98d33eac92,1
B7,c808bf5e-d157-461c-b353-4c4e8e271970,1
B7,c8186676-c06b-455b-be01-9791cc275826,1
B7,c883c308-013b-4b0d-b50a-68808192f47a,3
B7,c8aaf9b4-9138-4191-9a90-0082b8277b25,1
B7,c907801d-fb1d-4fd6-963b-1199ff8d0c5e,3
B7,c90db143-eb64-4be6-93ad-86ea0f66bbba,1
B7,ca0ef572-ea69-4cb0-9ec7-075134be073c,1
B7,ca3ea0b0-f72e-4220-8a2d-ca1962660913,1
B7,cbf0d5ed-9d52-4bfc-b37e-34ea572db2b3,1
B7,cc311c3e-99de-44b4-873d-4c4d29344c9a,1
B7,cc37a5f0-7254-4d27-aafb-4af429a01a20,1
B7,cc58807a-5417-4904-a9c3-0803efab2b8d,64
B7,cc9f9da5-ec10-4adb-8a65-d359f609d2ab,1
B7,ccb2b24f-7d33-4b2a-8527-92f00f61d20f,1
B7,cd3dccdc-d435-4b1b-961c-8c72be0422ce,1
B7,cd9981f4-ab5c-49b7-bacf-d5073d799aa6,2
B7,cda4485b-a6bd-46d2-8573-f82d19141c60,2
B7,cdf45b8a-9798-4dcd-a6e7-1e85be19ce96,1
B7,ce08a12b-d5e1-4537-931c-91a269627baa,8
B7,ce3ea270-27d8-4c35-b077-b393f28b67b8,3
B7,ce4ce97d-4dcd-45e7-831f-8b93e8f71600,37
B7,ce60b9cc-8500-443c-9ec4-a47f03db1059,1
B7,ce60c4c1-32b7-4745-ad6e-e96512a4e244,1
B7,ce82e1f2-d40e-4d5c-b2b1-9178029567d4,1
B7,cec5cf74-2b16-4426-b588-bf496856cc9e,1
B7,ced0c156-01bc-43ca-add9-d19a279f8c2d,1
B7,cee5997f-b9bc-4eaa-b17d-33f70ab2fcac,1
B7,cf176ece-0157-404f-8d87-58bd28b71883,2
B7,cf2bb907-3ad7-4945-a729-447017158ecc,1
B7,cf4d5d81-d8e1-4c92-8b37-d44abdcdfbec,10
B7,cfc24efb-0086-4973-8178-0f1ab1dde04f,6
B7,cfc6fee1-830d-4070-ab07-0b328e77a738,2
B7,cffab94f-9e7e-4b13-84d0-7c4a600f081d,26
B7,d05272ed-5727-4362-bc08-1cb2879a2216,1
B7,d0cfbf81-9cb1-4b8c-b4d2-f5f00c0b3a92,1
B7,d0e13d59-154f-4d11-9c77-63f4426b50c9,448
B7,d0ebfcd6-9b33-4b20-b0da-5d1f996639f5,1
B7,d0fce7af-8c01-4dbc-86fd-4d2dc0a9b7b0,1
B7,d144865b-b7fe-4eb5-9acc-5a41d342fb86,1
B7,d165fe20-f891-4c56-865c-8f9fd98005ac,1
B7,d1764b93-ec97-4a26-8b9c-c1cdfeb1dbc4,1
B7,d1a7d2d0-0621-47bd-b13a-6cc18eb7c7f7,4
B7,d2652412-3128-42a3-8ebc-63ad40d68fa6,1
B7,d2afb79e-4b68-4155-90c7-a80b0b85abe5,7
B7,d31ede83-7326-4457-b3bb-28b68301cbd5,1
B7,d33e4380-b92d-4be9-951d-a94f83047a3e,1
B7,d41da329-e4bb-4869-b646-bcb57c83a54c,1
B7,d42330f3-261d-418d-bfbe-62a9a878f280,5
B7,d4ae8d63-b5c1-4ce8-8702-b6869db58002,28
B7,d4cfdb82-3831-4b6c-9b21-f3d68181fec8,2
B7,d4e47980-774e-4672-b8b4-7c714c415bad,5
B7,d4f6ec71-96a5-4d6c-8329-d1f9af56b1c0,1
B7,d551b67a-a25a-4927-8099-79eef7034496,1
B7,d5944a39-6bf2-4e16-8bb5-4ce974446bd0,5
B7,d5cb684b-42d6-4803-bc07-b2611c0c0192,1
B7,d6234cf9-922d-48c6-9bb0-60fa9eb9ce06,2
B7,d647e24e-a189-47e2-87e0-fc65b2bfc058,1
B7,d6af3fb8-3f06-431f-ae6b-57429f844219,1
B7,d6da9d70-334e-4caa-9f69-5e7c73bbd89f,1
B7,d6ea857a-e692-4223-90b5-bca66d6312bd,3
B7,d79c6922-198d-49ee-acfb-64fdc7ca214d,1
B7,d7ca8800-4533-4473-8163-3ee685ea0ae5,8
B7,d81c535f-769b-4be6-b36e-a2b3a6f15d77,2
B7,d8396897-a1b9-487d-9548-8b43d1c0cda3,3
B7,d845e837-798a-4712-9d2c-f6d85658b6dd,1
B7,d8c97247-f3ec-4d45-a5c9-b35b7195fcdd,1
B7,d8edd62f-0361-4886-a9d0-50534bf28400,1
B7,d924201e-1f22-47d9-8b23-136325a3bff3,1
B7,d99fd385-67df-4844-b5ad-8d96952b0afa,1
B7,d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,2
B7,da357d3d-4b9a-4135-b80c-6923be36ca58,99
B7,da3c9039-3c7c-4b9e-834f-60c5932adef0,1
B7,daa5eb33-7a91-4bf5-a233-39629d5e2f31,1
B7,dbdb1b7e-79bf-462e-97cc-cc234dedaf46,4
B7,dbe92e8b-52e2-498a-9925-f671bb0c526f,5
B7,dc1584cf-bb43-49c8-b193-b0ef3cef67cc,137
B7,dc20d2dd-126f-42a9-b37d-f41ac0f188c2,5
B7,dc2cfb8b-15eb-482a-85e8-a9cb90657d83,32
B7,dc3ca8d1-61cf-4abb-8f1c-ed3409dbc62d,45
B7,dc4de2e6-022a-4ec2-8dc8-0a1cf6fc3c3c,4
B7,dcc8a611-d701-4790-847b-8bf53c4520c1,1
B7,dd080c67-f7fd-4be2-a922-f27445c69f30,9
B7,dd7c66ac-a307-4d8e-9153-36cafef2c975,4
B7,dd9b79be-1885-4f91-bfc9-75b856d544b6,1
B7,dda1ca28-5ced-41f1-af8c-44d24868eeeb,1
B7,ddabc586-138c-4c3d-8f48-ba76b2d5798d,1
B7,ddacbfce-44ad-4015-a359-f2d1d0b4abfd,1
B7,ddfc2481-1890-429a-b401-25c2c462b3d7,22
B7,de2627b3-0ec0-4207-9dd2-d17369d91557,1
B7,de4bb24a-db6b-4b0c-b950-9043d1482e26,2
B7,de5cd887-d783-4e9c-a235-dc3de365a618,2
B7,de7a956a-b4db-451d-aa92-9820e08f9b85,1
B7,de999e79-28bd-4ab9-87af-315b9f204517,1
B7,defd8890-d68c-4a23-af7f-2229abc1ec26,1
B7,df350ee0-22ae-44fd-8510-2a6bebb66b7c,1
B7,df55da18-8c69-44d7-8cf9-8f7c9c67fb8f,1
B7,df5dd9cf-9d4a-44d3-a560-745abc3d29a3,9
B7,dfdded4f-a5ae-4e86-a252-560873cba993,2
B7,dfe4977e-8eb1-4c78-ac13-fad71d11300a,7
B7,e0db9895-b8c1-46ef-84c4-99d8ccc31a7c,1
B7,e0f9a215-52c9-44ca-a692-1208a4069c9f,2
B7,e1446e47-34e9-4b6d-912b-31427b2ee2fa,1
B7,e17740bd-b776-45b0-bb91-607872f26f36,2
B7,e18b9e96-13a1-4ff7-adb4-a63c8ad556c8,15
B7,e1c30ec1-8193-4b58-b476-5183b4735917,34
B7,e1d0210a-19a5-43e8-8708-0f07836599ad,1
B7,e1d84de9-3696-4497-a560-64e7d08c954b,8
B7,e26082d7-9256-4637-acbf-94feea6051f9,8
B7,e2c57bb6-2709-4229-be4b-d959d58b1ccd,2
B7,e2f1cab6-80b7-4f75-8b28-11c39a8d974e,2
B7,e2fccdb0-f98e-4310-a513-57226d3175f7,2
B7,e3169a20-60c9-4b48-b11c-65411b8908d2,156
B7,e392d2c8-dcd6-45c9-92b3-87f14f76d9e4,124
B7,e3dc6f92-35be-433a-92f4-0a3d9cc8e769,3
B7,e3f894b7-52ba-483a-b01b-5d70856269f0,1
B7,e466773d-948c-42b0-a8c0-c7b29ab67bbb,1
B7,e482761f-0a34-4ab9-8240-4b86f71591d0,1
B7,e490c04d-933d-42ee-97d0-dd78f5bdefdb,9
B7,e52f90f5-53b1-4673-b853-dd368114af2c,11
B7,e567014d-9076-4a0b-88a7-e0728485c402,1
B7,e58a1b31-ac8b-4841-ac0e-7eb9b540cb76,1
B7,e59749e1-f3f4-442f-bfba-070972097e53,4
B7,e5e4dea7-2ae1-4b90-bdac-0ec665a46dcc,1
B7,e647a212-2b2c-4cb7-b591-2d6ea3438180,4
B7,e6671347-aa44-4d25-ac0a-4d1c64fec770,1
B7,e6a5e040-216e-4803-98c9-3ce37531ada0,7
B7,e6f538c3-aaa7-4e4d-9823-7f693a488d77,5
B7,e746e667-037a-40eb-a0e3-f033c81509a0,7
B7,e79ece09-c16d-4a38-ac54-1c82da210546,1
B7,e7fdd585-1da0-45eb-8f2e-c058c5d25d0a,1
B7,e80c855a-e626-4216-8502-34c7c2b21788,33
B7,e84b4432-553f-4d8d-aa7e-5364e38d6b3e,2
B7,e8913005-9931-46d9-8d2a-2e8e2fdf3bbc,5
B7,e8ae7267-f4a1-4b91-877a-e2ce2531a8f2,6
B7,e8bcb8b9-4567-4e81-a7b1-f1aa5e86cb85,3
B7,e8e16d81-d809-43a8-9a92-5dbe95a58b4a,4
B7,e92a5ed9-06f6-4e8f-a297-98bab4b3f883,4
B7,e93dd2b1-195e-444a-98ac-127354b91331,2
B7,e9aa8aef-3614-4bcd-8f6d-812ba2012290,27
B7,e9f3e808-63c4-4918-979d-5d9233c60bfa,39
B7,ea28651f-1f4f-4ba4-9d4b-20407b568a2f,1
B7,eac5db45-1f48-4d82-9f47-ac5c6b8b5bb6,32
B7,ead733b6-6490-4c42-9466-87f7283361dc,35
B7,eae3fdfc-7c1a-4726-b6c8-d729f3d18286,725
B7,eb0ed15b-f7fe-4197-90e4-456775449fb6,1
B7,eb309b48-66b0-4730-b3ba-86241b6f0044,1
B7,eb3ac425-bfe5-40d6-857f-63656fcbc0c8,1
B7,ebccbd13-9bc6-44ed-be8f-5cd2ac5af50e,104
B7,ec27d764-bdfd-44e8-8e71-87a2fb6fa94b,7
B7,ec89688c-0348-442c-9e71-2e06f42cf207,8
B7,ec9600f7-a03d-4419-9379-979751b8bc49,1
B7,ec9a5208-e006-4c04-8684-db4f74fd16db,2
B7,ec9b515f-40fc-4e80-8210-ea785419834b,2
B7,ecceecf6-1538-41e1-881b-96b4c4011fbe,3
B7,ed131005-5e81-4f13-a1dc-a6de4d666b3d,2
B7,ede7f332-86a0-4e9e-b978-0b3d8be7259d,2
B7,eec22f00-e683-42e1-85a9-ea24806898c1,1
B7,eed177f4-b19e-4924-8b55-177a7f03b763,34
B7,ef16f12b-f7a0-4dfd-a316-409e787f0356,1
B7,ef5d049e-a6e1-4131-86ae-78919067373e,1
B7,ef642477-d73e-4971-a9cf-6b0f6b578234,1
B7,ef9bc028-5181-42b1-9eb4-7349cbff6650,7
B7,ef9f51e8-72bd-409a-8ed0-66c83b0c4061,1
B7,efa092cf-60a0-43e9-9568-af04030551bf,2
B7,efbdd78a-b5a2-4a92-a693-d72da988a775,1
B7,f0d65024-234d-4122-aa76-496fd4c635fa,83
B7,f1468ac7-c2b0-4d19-ba5e-37e5c0082f5a,1
B7,f147b5e3-10a4-41c2-bf87-3b674842f1a1,30
B7,f1e1fde0-6b51-4022-a27a-a35637ad2e7c,2
B7,f1e668f2-dda1-4dd8-aa59-e58e575e0582,1
B7,f2d2f2fd-9718-4e11-a0c7-abd502540031,1
B7,f2d3d3ed-85ef-4ff1-a09d-f1512320d57d,22
B7,f2dfa1d2-24ab-46e5-9b83-89423a02f327,34
B7,f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,208
B7,f34d077c-4fa1-45e3-9c6a-7efd0a1d170a,1
B7,f35e8875-9d2e-4e72-94b1-b9034c7f72a5,4
B7,f3c84628-fd3b-4694-9956-549ec727bb2d,24
B7,f3fd6d56-7d83-4371-b032-37b35a443b81,10
B7,f44a3d4e-64e9-4b9f-a53e-008a7a6dec40,168
B7,f46c619f-5521-4ddd-a171-8bf6cb0c00c6,38
B7,f4d750a0-d379-44bd-b423-3fbd10460681,1
B7,f5048af0-625b-48c3-8bcb-39c7257243d8,7
B7,f52cbb3f-a7f3-4eee-96fc-519eef2f7d45,1
B7,f5438f96-2b7d-4a7c-b777-e3d028505ab9,9
B7,f54c1006-a046-4549-8bd4-87d4dfa216a7,2
B7,f565a520-aafc-4189-8c49-e50e6fd76d79,2
B7,f583b82e-da8c-4aca-a7d8-74dfa92c1c7f,1
B7,f64f1fd9-ee60-458a-884e-f40051695b6d,1
B7,f6fec051-3810-483e-a2d2-7d541dd3ebcf,1
B7,f7723b5d-7fa9-4f67-8ce9-bdac3894359e,1
B7,f7b5d4aa-a4ef-49a7-ad76-88df12825130,1
B7,f7cb96ca-6c36-4fe8-8300-faa697b18340,1
B7,f7e26492-d421-4010-aefa-286c5d3c9327,1
B7,f7eb261b-fe75-42e4-973a-42e68da8a346,1
B7,f7fa579c-2ebd-4a40-b261-a54cc156569d,4
B7,f83f2c75-8510-400d-a7ff-dd4f2b5b713f,2
B7,f862719b-cdf6-44b2-a039-381b912942cc,1
B7,f8718110-f819-4008-9d30-a71493c9cf56,4
B7,f8d514e3-9acf-45db-82cf-f7fd7fd90937,1
B7,f8eb6f65-0cd5-47fe-8f9f-e24262a0ddc8,14
B7,f925a696-3099-4550-9513-b26854e078f0,4
B7,f95acb83-fd18-4c9c-9a97-a7a7f891dd73,4
B7,f95ba22f-7531-4e3d-b68b-d03b86504233,2
B7,f98adfed-7e39-47ac-bcf2-1f1f3c03a2b5,3
B7,f9df6a08-e1c8-495b-949b-daf7e5b40501,3
B7,f9fd5938-e14d-4501-863e-ba663685cbbd,2
B7,fa29fb21-c2aa-4283-b2d9-f9ddfe7062c5,15
B7,fa44310e-6247-482a-8945-4030536677c1,1
B7,fa794379-f017-4444-85a3-3e937a384051,11
B7,fa80f565-a1d3-453d-9bc2-92b2c1e28d61,7
B7,fa9b0cdc-afb2-4355-89cd-ae50d57c0bae,19
B7,fad77b30-0cb0-4c6f-b61d-6e07ebdf6791,7
B7,faed7d45-afe0-4e69-9f67-eac56aea3b43,1155
B7,faf252cb-d1bf-4dc2-963e-de629d54e80c,107
B7,fb039e7c-162d-4db0-adc5-f29fc625c87d,1
B7,fb85a481-1030-4c14-a243-4c837d43b278,5
B7,fb9061e4-eea7-4fe9-9513-b9de50b4c64c,2
B7,fb9e7f91-19df-41ee-9464-8f91348a643f,4
B7,fba0f335-aef0-4b39-a539-bea6e68fc601,1
